,pos,chrom,region
2,45479703,15,15_45479695_45479792
3,45479712,15,15_45479695_45479792
4,45479720,15,15_45479695_45479792
5,45479725,15,15_45479695_45479792
6,45479734,15,15_45479695_45479792
7,45479750,15,15_45479695_45479792
8,45479755,15,15_45479695_45479792
9,45479757,15,15_45479695_45479792
10,45479763,15,15_45479695_45479792
11,45479766,15,15_45479695_45479792
12,45479774,15,15_45479695_45479792
13,45479780,15,15_45479695_45479792
14,45479792,15,15_45479695_45479792
0,16753238,16,16_16753236_16753334
1,16753270,16,16_16753236_16753334
2,16753280,16,16_16753236_16753334
3,16753322,16,16_16753236_16753334
4,16753334,16,16_16753236_16753334
0,156798646,7,7_156798644_156798738
1,156798665,7,7_156798644_156798738
2,156798692,7,7_156798644_156798738
3,156798721,7,7_156798644_156798738
4,156798738,7,7_156798644_156798738
0,134281707,11,11_134281705_134281802
1,134281710,11,11_134281705_134281802
2,134281716,11,11_134281705_134281802
3,134281721,11,11_134281705_134281802
4,134281727,11,11_134281705_134281802
5,134281732,11,11_134281705_134281802
6,134281740,11,11_134281705_134281802
7,134281742,11,11_134281705_134281802
8,134281749,11,11_134281705_134281802
9,134281758,11,11_134281705_134281802
10,134281763,11,11_134281705_134281802
11,134281769,11,11_134281705_134281802
12,134281772,11,11_134281705_134281802
13,134281783,11,11_134281705_134281802
14,134281796,11,11_134281705_134281802
15,134281798,11,11_134281705_134281802
16,134281802,11,11_134281705_134281802
0,41609089,19,19_41609087_41609182
1,41609094,19,19_41609087_41609182
2,41609098,19,19_41609087_41609182
3,41609130,19,19_41609087_41609182
4,41609138,19,19_41609087_41609182
5,41609143,19,19_41609087_41609182
6,41609147,19,19_41609087_41609182
7,41609182,19,19_41609087_41609182
0,76249579,5,5_76249577_76249674
1,76249595,5,5_76249577_76249674
2,76249597,5,5_76249577_76249674
3,76249606,5,5_76249577_76249674
4,76249622,5,5_76249577_76249674
5,76249628,5,5_76249577_76249674
6,76249637,5,5_76249577_76249674
7,76249639,5,5_76249577_76249674
8,76249659,5,5_76249577_76249674
9,76249664,5,5_76249577_76249674
10,76249666,5,5_76249577_76249674
11,76249672,5,5_76249577_76249674
12,76249674,5,5_76249577_76249674
0,19988013,14,14_19988011_19988106
1,19988064,14,14_19988011_19988106
2,19988072,14,14_19988011_19988106
3,19988078,14,14_19988011_19988106
4,19988082,14,14_19988011_19988106
5,19988106,14,14_19988011_19988106
0,143592648,8,8_143592646_143592730
1,143592664,8,8_143592646_143592730
2,143592673,8,8_143592646_143592730
3,143592721,8,8_143592646_143592730
4,143592730,8,8_143592646_143592730
0,143592021,8,8_143592019_143592120
1,143592025,8,8_143592019_143592120
2,143592029,8,8_143592019_143592120
3,143592038,8,8_143592019_143592120
4,143592042,8,8_143592019_143592120
5,143592045,8,8_143592019_143592120
6,143592053,8,8_143592019_143592120
7,143592060,8,8_143592019_143592120
8,143592065,8,8_143592019_143592120
9,143592067,8,8_143592019_143592120
10,143592074,8,8_143592019_143592120
11,143592077,8,8_143592019_143592120
12,143592080,8,8_143592019_143592120
13,143592083,8,8_143592019_143592120
14,143592086,8,8_143592019_143592120
15,143592089,8,8_143592019_143592120
16,143592093,8,8_143592019_143592120
17,143592100,8,8_143592019_143592120
18,143592102,8,8_143592019_143592120
19,143592111,8,8_143592019_143592120
20,143592115,8,8_143592019_143592120
21,143592120,8,8_143592019_143592120
0,19585080,14,14_19585078_19585158
1,19585091,14,14_19585078_19585158
2,19585115,14,14_19585078_19585158
3,19585143,14,14_19585078_19585158
4,19585158,14,14_19585078_19585158
0,5889414,4,4_5889412_5889512
1,5889430,4,4_5889412_5889512
2,5889445,4,4_5889412_5889512
3,5889470,4,4_5889412_5889512
4,5889484,4,4_5889412_5889512
5,5889512,4,4_5889412_5889512
0,11044592,6,6_11044592_11044677
1,11044594,6,6_11044592_11044677
2,11044602,6,6_11044592_11044677
3,11044606,6,6_11044592_11044677
4,11044608,6,6_11044592_11044677
5,11044616,6,6_11044592_11044677
6,11044624,6,6_11044592_11044677
7,11044630,6,6_11044592_11044677
8,11044632,6,6_11044592_11044677
9,11044635,6,6_11044592_11044677
10,11044638,6,6_11044592_11044677
11,11044641,6,6_11044592_11044677
12,11044643,6,6_11044592_11044677
13,11044645,6,6_11044592_11044677
14,11044648,6,6_11044592_11044677
15,11044653,6,6_11044592_11044677
16,11044660,6,6_11044592_11044677
17,11044666,6,6_11044592_11044677
18,11044671,6,6_11044592_11044677
19,11044677,6,6_11044592_11044677
0,49250346,19,19_49250344_49250439
1,49250409,19,19_49250344_49250439
2,49250422,19,19_49250344_49250439
3,49250428,19,19_49250344_49250439
4,49250437,19,19_49250344_49250439
5,49250439,19,19_49250344_49250439
0,51170770,19,19_51170768_51170870
1,51170779,19,19_51170768_51170870
2,51170803,19,19_51170768_51170870
3,51170810,19,19_51170768_51170870
4,51170816,19,19_51170768_51170870
5,51170825,19,19_51170768_51170870
6,51170857,19,19_51170768_51170870
7,51170863,19,19_51170768_51170870
8,51170870,19,19_51170768_51170870
0,79083220,7,7_79083218_79083315
1,79083223,7,7_79083218_79083315
2,79083244,7,7_79083218_79083315
3,79083256,7,7_79083218_79083315
4,79083291,7,7_79083218_79083315
5,79083305,7,7_79083218_79083315
6,79083315,7,7_79083218_79083315
0,65757379,7,7_65757377_65757452
1,65757388,7,7_65757377_65757452
2,65757425,7,7_65757377_65757452
3,65757429,7,7_65757377_65757452
4,65757446,7,7_65757377_65757452
5,65757452,7,7_65757377_65757452
0,129388281,9,9_129388279_129388381
1,129388290,9,9_129388279_129388381
2,129388298,9,9_129388279_129388381
3,129388307,9,9_129388279_129388381
4,129388344,9,9_129388279_129388381
5,129388381,9,9_129388279_129388381
0,26737417,1,1_26737415_26737470
1,26737423,1,1_26737415_26737470
2,26737433,1,1_26737415_26737470
3,26737457,1,1_26737415_26737470
4,26737470,1,1_26737415_26737470
0,69899980,9,9_69899978_69900043
1,69899988,9,9_69899978_69900043
2,69900020,9,9_69899978_69900043
3,69900026,9,9_69899978_69900043
4,69900043,9,9_69899978_69900043
0,87636200,16,16_87636198_87636300
1,87636203,16,16_87636198_87636300
2,87636206,16,16_87636198_87636300
3,87636211,16,16_87636198_87636300
4,87636213,16,16_87636198_87636300
5,87636217,16,16_87636198_87636300
6,87636222,16,16_87636198_87636300
7,87636224,16,16_87636198_87636300
8,87636245,16,16_87636198_87636300
9,87636251,16,16_87636198_87636300
10,87636254,16,16_87636198_87636300
11,87636257,16,16_87636198_87636300
12,87636261,16,16_87636198_87636300
13,87636266,16,16_87636198_87636300
14,87636269,16,16_87636198_87636300
15,87636272,16,16_87636198_87636300
16,87636275,16,16_87636198_87636300
17,87636279,16,16_87636198_87636300
18,87636281,16,16_87636198_87636300
19,87636288,16,16_87636198_87636300
20,87636291,16,16_87636198_87636300
21,87636294,16,16_87636198_87636300
22,87636300,16,16_87636198_87636300
0,69178942,9,9_69178940_69179010
1,69178954,9,9_69178940_69179010
2,69178966,9,9_69178940_69179010
3,69179003,9,9_69178940_69179010
4,69179010,9,9_69178940_69179010
0,195935069,3,3_195935067_195935160
1,195935083,3,3_195935067_195935160
2,195935088,3,3_195935067_195935160
3,195935106,3,3_195935067_195935160
4,195935117,3,3_195935067_195935160
5,195935123,3,3_195935067_195935160
6,195935137,3,3_195935067_195935160
7,195935160,3,3_195935067_195935160
0,15103622,3,3_15103620_15103719
1,15103631,3,3_15103620_15103719
2,15103643,3,3_15103620_15103719
3,15103646,3,3_15103620_15103719
4,15103659,3,3_15103620_15103719
5,15103663,3,3_15103620_15103719
6,15103671,3,3_15103620_15103719
7,15103676,3,3_15103620_15103719
8,15103708,3,3_15103620_15103719
9,15103719,3,3_15103620_15103719
0,74658265,15,15_74658263_74658365
1,74658269,15,15_74658263_74658365
2,74658276,15,15_74658263_74658365
3,74658293,15,15_74658263_74658365
4,74658321,15,15_74658263_74658365
5,74658330,15,15_74658263_74658365
6,74658333,15,15_74658263_74658365
7,74658336,15,15_74658263_74658365
8,74658342,15,15_74658263_74658365
9,74658344,15,15_74658263_74658365
10,74658350,15,15_74658263_74658365
11,74658354,15,15_74658263_74658365
12,74658365,15,15_74658263_74658365
0,2800807,12,12_2800805_2800898
1,2800837,12,12_2800805_2800898
2,2800842,12,12_2800805_2800898
3,2800870,12,12_2800805_2800898
4,2800872,12,12_2800805_2800898
5,2800890,12,12_2800805_2800898
6,2800893,12,12_2800805_2800898
7,2800898,12,12_2800805_2800898
0,46953925,9,9_46953923_46954004
1,46953948,9,9_46953923_46954004
2,46953987,9,9_46953923_46954004
3,46953994,9,9_46953923_46954004
4,46954004,9,9_46953923_46954004
0,21495595,20,20_21495593_21495688
1,21495626,20,20_21495593_21495688
2,21495642,20,20_21495593_21495688
3,21495655,20,20_21495593_21495688
4,21495657,20,20_21495593_21495688
5,21495678,20,20_21495593_21495688
6,21495682,20,20_21495593_21495688
7,21495688,20,20_21495593_21495688
0,6655263,7,7_6655261_6655357
1,6655267,7,7_6655261_6655357
2,6655271,7,7_6655261_6655357
3,6655279,7,7_6655261_6655357
4,6655283,7,7_6655261_6655357
5,6655287,7,7_6655261_6655357
6,6655291,7,7_6655261_6655357
7,6655307,7,7_6655261_6655357
8,6655316,7,7_6655261_6655357
9,6655318,7,7_6655261_6655357
10,6655321,7,7_6655261_6655357
11,6655325,7,7_6655261_6655357
12,6655330,7,7_6655261_6655357
13,6655336,7,7_6655261_6655357
14,6655341,7,7_6655261_6655357
15,6655348,7,7_6655261_6655357
16,6655350,7,7_6655261_6655357
17,6655352,7,7_6655261_6655357
18,6655357,7,7_6655261_6655357
0,22990089,22,22_22990087_22990174
1,22990109,22,22_22990087_22990174
2,22990111,22,22_22990087_22990174
3,22990124,22,22_22990087_22990174
4,22990142,22,22_22990087_22990174
5,22990146,22,22_22990087_22990174
6,22990150,22,22_22990087_22990174
7,22990174,22,22_22990087_22990174
0,6655367,7,7_6655365_6655466
1,6655371,7,7_6655365_6655466
2,6655380,7,7_6655365_6655466
3,6655397,7,7_6655365_6655466
4,6655405,7,7_6655365_6655466
5,6655407,7,7_6655365_6655466
6,6655410,7,7_6655365_6655466
7,6655418,7,7_6655365_6655466
8,6655421,7,7_6655365_6655466
9,6655424,7,7_6655365_6655466
10,6655434,7,7_6655365_6655466
11,6655445,7,7_6655365_6655466
12,6655453,7,7_6655365_6655466
13,6655459,7,7_6655365_6655466
14,6655463,7,7_6655365_6655466
15,6655466,7,7_6655365_6655466
0,75668044,3,3_75668042_75668140
1,75668049,3,3_75668042_75668140
2,75668066,3,3_75668042_75668140
3,75668082,3,3_75668042_75668140
4,75668084,3,3_75668042_75668140
5,75668114,3,3_75668042_75668140
6,75668116,3,3_75668042_75668140
7,75668127,3,3_75668042_75668140
8,75668140,3,3_75668042_75668140
0,32405727,8,8_32405725_32405827
1,32405745,8,8_32405725_32405827
2,32405754,8,8_32405725_32405827
3,32405771,8,8_32405725_32405827
4,32405775,8,8_32405725_32405827
5,32405792,8,8_32405725_32405827
6,32405812,8,8_32405725_32405827
7,32405815,8,8_32405725_32405827
8,32405827,8,8_32405725_32405827
0,662328,1,1_662326_662428
1,662334,1,1_662326_662428
2,662347,1,1_662326_662428
3,662414,1,1_662326_662428
4,662428,1,1_662326_662428
0,22214683,11,11_22214681_22214776
1,22214726,11,11_22214681_22214776
2,22214736,11,11_22214681_22214776
3,22214742,11,11_22214681_22214776
4,22214760,11,11_22214681_22214776
5,22214772,11,11_22214681_22214776
6,22214774,11,11_22214681_22214776
7,22214776,11,11_22214681_22214776
0,9763581,8,8_9763579_9763673
1,9763599,8,8_9763579_9763673
2,9763630,8,8_9763579_9763673
3,9763648,8,8_9763579_9763673
4,9763667,8,8_9763579_9763673
5,9763673,8,8_9763579_9763673
0,57094472,7,7_57094470_57094563
1,57094484,7,7_57094470_57094563
2,57094529,7,7_57094470_57094563
3,57094549,7,7_57094470_57094563
4,57094563,7,7_57094470_57094563
0,1470056,19,19_1470054_1470146
1,1470071,19,19_1470054_1470146
2,1470078,19,19_1470054_1470146
3,1470083,19,19_1470054_1470146
4,1470096,19,19_1470054_1470146
5,1470100,19,19_1470054_1470146
6,1470105,19,19_1470054_1470146
7,1470146,19,19_1470054_1470146
0,7568416,18,18_7568414_7568510
1,7568427,18,18_7568414_7568510
2,7568430,18,18_7568414_7568510
3,7568432,18,18_7568414_7568510
4,7568439,18,18_7568414_7568510
5,7568445,18,18_7568414_7568510
6,7568456,18,18_7568414_7568510
7,7568458,18,18_7568414_7568510
8,7568462,18,18_7568414_7568510
9,7568469,18,18_7568414_7568510
10,7568475,18,18_7568414_7568510
11,7568498,18,18_7568414_7568510
12,7568501,18,18_7568414_7568510
13,7568510,18,18_7568414_7568510
0,182335042,4,4_182335040_182335121
1,182335073,4,4_182335040_182335121
2,182335092,4,4_182335040_182335121
3,182335114,4,4_182335040_182335121
4,182335121,4,4_182335040_182335121
0,6665249,12,12_6665247_6665335
1,6665268,12,12_6665247_6665335
2,6665271,12,12_6665247_6665335
3,6665274,12,12_6665247_6665335
4,6665277,12,12_6665247_6665335
5,6665288,12,12_6665247_6665335
6,6665300,12,12_6665247_6665335
7,6665305,12,12_6665247_6665335
8,6665311,12,12_6665247_6665335
9,6665330,12,12_6665247_6665335
10,6665335,12,12_6665247_6665335
0,45438388,9,9_45438386_45438478
1,45438406,9,9_45438386_45438478
2,45438416,9,9_45438386_45438478
3,45438419,9,9_45438386_45438478
4,45438421,9,9_45438386_45438478
5,45438478,9,9_45438386_45438478
0,41582600,12,12_41582600_41582695
1,41582602,12,12_41582600_41582695
2,41582611,12,12_41582600_41582695
3,41582616,12,12_41582600_41582695
4,41582626,12,12_41582600_41582695
5,41582641,12,12_41582600_41582695
6,41582643,12,12_41582600_41582695
7,41582645,12,12_41582600_41582695
8,41582656,12,12_41582600_41582695
9,41582661,12,12_41582600_41582695
10,41582678,12,12_41582600_41582695
11,41582683,12,12_41582600_41582695
12,41582689,12,12_41582600_41582695
13,41582691,12,12_41582600_41582695
14,41582693,12,12_41582600_41582695
15,41582695,12,12_41582600_41582695
0,65571786,9,9_65571784_65571886
1,65571794,9,9_65571784_65571886
2,65571811,9,9_65571784_65571886
3,65571817,9,9_65571784_65571886
4,65571828,9,9_65571784_65571886
5,65571886,9,9_65571784_65571886
0,81302812,4,4_81302810_81302894
1,81302817,4,4_81302810_81302894
2,81302845,4,4_81302810_81302894
3,81302855,4,4_81302810_81302894
4,81302857,4,4_81302810_81302894
5,81302861,4,4_81302810_81302894
6,81302894,4,4_81302810_81302894
0,119593427,2,2_119593425_119593516
1,119593442,2,2_119593425_119593516
2,119593464,2,2_119593425_119593516
3,119593472,2,2_119593425_119593516
4,119593482,2,2_119593425_119593516
5,119593484,2,2_119593425_119593516
6,119593492,2,2_119593425_119593516
7,119593496,2,2_119593425_119593516
8,119593512,2,2_119593425_119593516
9,119593514,2,2_119593425_119593516
10,119593516,2,2_119593425_119593516
0,65985609,9,9_65985607_65985707
1,65985651,9,9_65985607_65985707
2,65985682,9,9_65985607_65985707
3,65985696,9,9_65985607_65985707
4,65985703,9,9_65985607_65985707
5,65985707,9,9_65985607_65985707
0,226924943,1,1_226924941_226925027
1,226924951,1,1_226924941_226925027
2,226924961,1,1_226924941_226925027
3,226924971,1,1_226924941_226925027
4,226924976,1,1_226924941_226925027
5,226925000,1,1_226924941_226925027
6,226925009,1,1_226924941_226925027
7,226925021,1,1_226924941_226925027
8,226925027,1,1_226924941_226925027
0,24476353,14,14_24476351_24476449
1,24476369,14,14_24476351_24476449
2,24476383,14,14_24476351_24476449
3,24476395,14,14_24476351_24476449
4,24476398,14,14_24476351_24476449
5,24476418,14,14_24476351_24476449
6,24476433,14,14_24476351_24476449
7,24476449,14,14_24476351_24476449
0,22215248,11,11_22215246_22215341
1,22215273,11,11_22215246_22215341
2,22215276,11,11_22215246_22215341
3,22215304,11,11_22215246_22215341
4,22215306,11,11_22215246_22215341
5,22215319,11,11_22215246_22215341
6,22215341,11,11_22215246_22215341
0,149138155,1,1_149138153_149138255
1,149138162,1,1_149138153_149138255
2,149138185,1,1_149138153_149138255
3,149138243,1,1_149138153_149138255
4,149138255,1,1_149138153_149138255
0,113541893,12,12_113541891_113541993
1,113541904,12,12_113541891_113541993
2,113541915,12,12_113541891_113541993
3,113541933,12,12_113541891_113541993
4,113541940,12,12_113541891_113541993
5,113541950,12,12_113541891_113541993
6,113541952,12,12_113541891_113541993
7,113541993,12,12_113541891_113541993
0,17850311,10,10_17850309_17850384
1,17850313,10,10_17850309_17850384
2,17850320,10,10_17850309_17850384
3,17850344,10,10_17850309_17850384
4,17850384,10,10_17850309_17850384
0,1034960,17,17_1034958_1035053
1,1034962,17,17_1034958_1035053
2,1035006,17,17_1034958_1035053
3,1035008,17,17_1034958_1035053
4,1035051,17,17_1034958_1035053
5,1035053,17,17_1034958_1035053
0,172954482,1,1_172954480_172954577
1,172954511,1,1_172954480_172954577
2,172954544,1,1_172954480_172954577
3,172954554,1,1_172954480_172954577
4,172954577,1,1_172954480_172954577
0,117586498,6,6_117586496_117586593
1,117586504,6,6_117586496_117586593
2,117586514,6,6_117586496_117586593
3,117586525,6,6_117586496_117586593
4,117586538,6,6_117586496_117586593
5,117586562,6,6_117586496_117586593
6,117586575,6,6_117586496_117586593
7,117586593,6,6_117586496_117586593
0,10565250,5,5_10565248_10565296
1,10565252,5,5_10565248_10565296
2,10565263,5,5_10565248_10565296
3,10565291,5,5_10565248_10565296
4,10565296,5,5_10565248_10565296
0,79170294,13,13_79170292_79170385
1,79170303,13,13_79170292_79170385
2,79170314,13,13_79170292_79170385
3,79170323,13,13_79170292_79170385
4,79170331,13,13_79170292_79170385
5,79170348,13,13_79170292_79170385
6,79170367,13,13_79170292_79170385
7,79170371,13,13_79170292_79170385
8,79170379,13,13_79170292_79170385
9,79170385,13,13_79170292_79170385
0,77178829,17,17_77178827_77178924
1,77178836,17,17_77178827_77178924
2,77178854,17,17_77178827_77178924
3,77178862,17,17_77178827_77178924
4,77178870,17,17_77178827_77178924
5,77178873,17,17_77178827_77178924
6,77178875,17,17_77178827_77178924
7,77178877,17,17_77178827_77178924
8,77178884,17,17_77178827_77178924
9,77178899,17,17_77178827_77178924
10,77178902,17,17_77178827_77178924
11,77178908,17,17_77178827_77178924
12,77178911,17,17_77178827_77178924
13,77178922,17,17_77178827_77178924
14,77178924,17,17_77178827_77178924
0,51442575,1,1_51442573_51442672
1,51442609,1,1_51442573_51442672
2,51442639,1,1_51442573_51442672
3,51442656,1,1_51442573_51442672
4,51442672,1,1_51442573_51442672
0,81188237,4,4_81188235_81188317
1,81188242,4,4_81188235_81188317
2,81188269,4,4_81188235_81188317
3,81188292,4,4_81188235_81188317
